customer_id,region,contract_type,monthly_price,customer_tenure_months,avg_download_speed,expected_download_speed,service_interruptions_30d,interruption_minutes_30d,num_tickets_30d,num_complaints_30d,call_center_contacts_30d,avg_resolution_hours,satisfaction_score,last_ticket_text,churn,high_priority_ticket,network_anomaly
C00176,Sevilla,fibra_1000,49.95,43,566.8,1000,5,381.4,2,0,1,14.2,6.9,"Intermitencias por la noche, molesto pero usable.",0,0,0
C00177,Bilbao,fibra_600,39.95,11,405.1,600,1,54.0,2,0,2,6.5,8.6,Consulta sobre la tarifa de fibra 1000.,0,0,0
C00178,Madrid,convergente,61.95,15,373.6,600,3,65.0,3,1,2,38.7,5.7,"Router se reinicia a veces, consultar si es normal.",0,0,0
C00179,Valencia,convergente,59.95,37,332.0,600,10,248.1,4,1,4,31.7,4.1,"Velocidad ridicula comparada con lo que pago, harto de reclamar.",1,0,1
C00180,Bilbao,fibra_1000,54.95,32,903.2,1000,6,240.7,3,1,3,45.3,4.2,"Intermitencias por la noche, molesto pero usable.",1,0,0
C00181,Valencia,fibra_1000,49.95,78,652.8,1000,9,460.5,3,1,1,11.7,6.2,"Sin servicio tres dias seguidos, nadie da solucion, voy a darme de baja.",1,0,1
C00182,Zaragoza,convergente,59.95,63,321.9,600,4,84.3,3,1,3,14.4,7.2,"Router se reinicia a veces, consultar si es normal.",0,0,0
C00183,Madrid,fibra_600,41.95,3,488.8,600,4,133.2,2,0,2,35.3,6.6,Tardaron en resolver pero al final lo arreglaron.,0,0,0
C00184,Barcelona,convergente,59.95,72,386.2,600,5,101.3,2,0,2,27.4,6.3,"Subida de cuota inesperada, quiero aclaracion.",0,0,0
C00185,Zaragoza,fibra_600,39.95,20,356.1,600,10,318.7,5,2,5,54.0,3.1,"Cuarta averia este mes, el tecnico no resuelve nada.",1,1,1
C00186,Bilbao,movil_solo,19.95,73,87.5,100,8,180.6,5,2,6,10.2,5.7,"Sin servicio tres dias seguidos, nadie da solucion, voy a darme de baja.",1,1,0
C00187,Barcelona,fibra_300,29.95,20,255.5,300,7,461.2,4,1,2,34.3,5.6,Tardaron en resolver pero al final lo arreglaron.,0,0,0
C00188,Barcelona,fibra_1000,49.95,22,640.6,1000,6,497.3,4,1,3,25.3,6.6,"Subida de cuota inesperada, quiero aclaracion.",0,0,0
C00189,Bilbao,convergente,59.95,26,448.5,600,3,57.6,2,0,1,22.5,7.8,"Intermitencias por la noche, molesto pero usable.",0,0,0
C00190,Valencia,fibra_1000,54.95,62,713.4,1000,3,187.8,2,0,2,14.9,8.1,Tardaron en resolver pero al final lo arreglaron.,0,0,0
C00191,Madrid,fibra_600,39.95,21,532.6,600,1,50.8,1,0,1,17.6,8.6,Pregunta sobre la factura de este mes.,0,0,0
C00192,Sevilla,fibra_1000,47.95,36,510.0,1000,7,165.1,5,2,4,34.4,5.1,"Subida de cuota inesperada, quiero aclaracion.",1,1,1
C00193,Bilbao,convergente,59.95,59,497.2,600,2,30.5,3,0,1,7.7,7.5,Consulta sobre la tarifa de fibra 1000.,0,0,0
C00194,Bilbao,convergente,57.95,28,366.2,600,7,235.4,4,1,3,41.9,5.4,Tardaron en resolver pero al final lo arreglaron.,0,0,0
C00195,Bilbao,fibra_300,29.95,75,211.4,300,7,180.8,3,2,2,21.7,4.6,"Router se reinicia a veces, consultar si es normal.",1,0,0
C00196,Barcelona,convergente,57.95,39,441.7,600,8,613.0,5,2,5,16.6,4.6,"Sin servicio tres dias seguidos, nadie da solucion, voy a darme de baja.",0,1,0
C00197,Barcelona,fibra_600,44.95,10,338.5,600,5,249.0,3,0,3,13.4,7.4,Tardaron en resolver pero al final lo arreglaron.,0,0,0
C00198,Zaragoza,movil_solo,19.95,35,59.8,100,6,123.5,4,0,2,31.7,6.1,"Subida de cuota inesperada, quiero aclaracion.",0,0,0
C00199,Sevilla,movil_solo,16.95,19,52.6,100,8,706.5,4,1,2,38.2,4.9,"Velocidad ridicula comparada con lo que pago, harto de reclamar.",1,0,1
C00200,Valencia,fibra_300,29.95,33,240.8,300,3,38.8,3,1,2,37.7,5.5,"Subida de cuota inesperada, quiero aclaracion.",0,0,0
C00201,Bilbao,convergente,59.95,32,336.1,600,0,0.0,2,1,2,4.2,8.8,"Todo correcto, solo queria informacion de promociones.",0,0,0
C00202,Barcelona,movil_solo,12.95,19,92.5,100,0,0.0,1,0,0,5.3,8.7,Cambio de titular del contrato.,0,0,0
C00203,Sevilla,fibra_300,27.95,31,224.8,300,4,311.4,4,1,3,7.6,6.9,"Router se reinicia a veces, consultar si es normal.",0,0,0
C00204,Bilbao,movil_solo,14.95,12,56.1,100,7,111.3,5,1,3,33.3,5.7,"Intermitencias por la noche, molesto pero usable.",0,0,1
C00205,Madrid,movil_solo,14.95,57,91.1,100,6,102.4,4,1,4,32.8,5.3,"Intermitencias por la noche, molesto pero usable.",0,0,0
C00206,Valencia,fibra_300,29.95,8,150.5,300,7,93.8,4,1,2,32.5,5.5,"Intermitencias por la noche, molesto pero usable.",1,0,1
C00207,Barcelona,fibra_1000,47.95,79,912.1,1000,0,0.0,0,0,0,26.6,7.3,Pregunta sobre la factura de este mes.,0,0,0
C00208,Valencia,fibra_600,39.95,44,482.3,600,4,56.1,2,1,2,22.4,6.8,"Subida de cuota inesperada, quiero aclaracion.",0,0,0
C00209,Valencia,fibra_1000,51.95,69,707.6,1000,6,127.9,4,1,2,21.0,5.4,"Router se reinicia a veces, consultar si es normal.",0,0,0
C00210,Barcelona,fibra_600,44.95,17,377.3,600,5,436.1,2,1,3,17.4,6.8,"Subida de cuota inesperada, quiero aclaracion.",0,0,0
C00211,Bilbao,fibra_300,34.95,46,221.2,300,3,188.9,3,0,3,24.8,6.6,"Intermitencias por la noche, molesto pero usable.",0,0,0
C00212,Madrid,fibra_1000,49.95,9,924.1,1000,4,249.7,2,1,1,14.9,7.0,"Router se reinicia a veces, consultar si es normal.",0,0,0
C00213,Madrid,fibra_300,34.95,83,239.4,300,3,150.9,3,0,2,22.6,7.0,"Router se reinicia a veces, consultar si es normal.",0,0,0
C00214,Sevilla,fibra_1000,51.95,6,639.3,1000,6,433.9,2,1,2,35.3,6.1,"Router se reinicia a veces, consultar si es normal.",0,0,0
C00215,Zaragoza,fibra_300,29.95,70,137.9,300,12,683.9,6,3,3,67.1,1.2,"Sin servicio tres dias seguidos, nadie da solucion, voy a darme de baja.",1,1,1
C00216,Bilbao,movil_solo,16.95,1,94.7,100,3,76.0,1,0,1,16.1,8.2,"Intermitencias por la noche, molesto pero usable.",0,0,0
C00217,Valencia,movil_solo,14.95,79,75.6,100,6,265.9,3,0,1,34.9,5.9,Tardaron en resolver pero al final lo arreglaron.,0,0,0
C00218,Bilbao,movil_solo,14.95,76,72.9,100,6,409.1,3,1,2,23.0,6.5,"Subida de cuota inesperada, quiero aclaracion.",0,0,0
C00219,Madrid,movil_solo,12.95,54,99.2,100,9,238.5,3,1,3,32.2,5.0,"Sin servicio tres dias seguidos, nadie da solucion, voy a darme de baja.",1,0,0
C00220,Madrid,fibra_1000,51.95,58,825.7,1000,0,0.0,2,1,1,6.1,8.7,Consulta sobre la tarifa de fibra 1000.,0,0,0
C00221,Barcelona,fibra_1000,49.95,57,590.0,1000,9,518.2,3,1,3,48.4,4.6,"Cuarta averia este mes, el tecnico no resuelve nada.",1,0,0
C00222,Bilbao,fibra_300,34.95,60,199.2,300,4,318.9,3,1,2,22.4,7.2,"Intermitencias por la noche, molesto pero usable.",0,0,0
C00223,Madrid,fibra_600,39.95,17,550.8,600,0,0.0,2,0,2,22.9,7.2,Consulta sobre la tarifa de fibra 1000.,0,0,0
C00224,Madrid,fibra_300,34.95,11,278.4,300,5,212.3,3,1,2,12.2,7.0,"Subida de cuota inesperada, quiero aclaracion.",0,0,0
C00225,Bilbao,fibra_300,29.95,46,225.9,300,0,0.0,2,1,3,14.8,8.1,Consulta sobre la tarifa de fibra 1000.,0,0,0
C00226,Bilbao,fibra_300,29.95,72,244.0,300,0,0.0,1,0,1,18.3,7.9,Cambio de titular del contrato.,0,0,0
C00227,Barcelona,fibra_600,37.95,4,558.1,600,6,521.0,4,2,3,40.5,4.2,Tardaron en resolver pero al final lo arreglaron.,1,0,0
C00228,Valencia,convergente,57.95,32,485.6,600,5,304.0,4,2,4,13.0,5.8,Tardaron en resolver pero al final lo arreglaron.,0,0,0
C00229,Bilbao,fibra_1000,49.95,39,651.9,1000,7,359.4,2,0,2,6.7,7.6,Tardaron en resolver pero al final lo arreglaron.,0,0,0
C00230,Barcelona,movil_solo,16.95,17,91.5,100,2,153.6,3,0,3,33.6,6.6,Cambio de titular del contrato.,0,0,0
C00231,Valencia,fibra_1000,47.95,54,839.4,1000,9,566.2,6,3,6,44.6,3.1,"Cuarta averia este mes, el tecnico no resuelve nada.",1,1,0
C00232,Bilbao,movil_solo,19.95,44,77.7,100,5,281.7,3,1,2,14.8,6.4,"Intermitencias por la noche, molesto pero usable.",0,0,0
C00233,Sevilla,movil_solo,12.95,19,59.0,100,13,747.9,5,2,3,25.8,4.0,"Cortes constantes desde hace semanas, atencion al cliente pesima.",1,1,1
C00234,Valencia,fibra_300,29.95,8,264.2,300,7,371.9,4,1,2,42.9,4.7,"Router se reinicia a veces, consultar si es normal.",1,0,0
C00235,Sevilla,fibra_1000,47.95,28,675.9,1000,7,36.0,4,1,4,26.0,5.7,"Subida de cuota inesperada, quiero aclaracion.",0,0,0
C00236,Bilbao,convergente,57.95,37,322.7,600,4,292.8,2,1,3,27.2,6.0,"Intermitencias por la noche, molesto pero usable.",0,0,0
C00237,Barcelona,fibra_1000,49.95,54,698.1,1000,5,89.1,4,1,4,20.1,6.6,"Subida de cuota inesperada, quiero aclaracion.",0,0,0
C00238,Zaragoza,fibra_600,37.95,40,365.9,600,5,252.0,2,0,2,21.8,7.3,"Router se reinicia a veces, consultar si es normal.",0,0,0
C00239,Barcelona,convergente,59.95,49,430.0,600,4,302.0,2,1,2,11.4,7.1,"Subida de cuota inesperada, quiero aclaracion.",0,0,0
C00240,Barcelona,fibra_1000,49.95,6,764.5,1000,7,343.0,5,1,5,8.3,6.1,"Subida de cuota inesperada, quiero aclaracion.",1,1,0
C00241,Barcelona,movil_solo,19.95,37,97.7,100,3,80.5,1,0,0,32.9,6.2,"Router se reinicia a veces, consultar si es normal.",0,0,0
C00242,Sevilla,convergente,61.95,20,499.5,600,7,350.7,2,1,2,25.3,5.5,"Intermitencias por la noche, molesto pero usable.",0,0,0
C00243,Barcelona,fibra_1000,47.95,47,788.8,1000,1,35.1,1,0,0,6.0,8.7,Cambio de titular del contrato.,0,0,0
C00244,Bilbao,convergente,59.95,56,420.2,600,3,194.4,3,1,2,7.7,7.1,"Subida de cuota inesperada, quiero aclaracion.",0,0,0
C00245,Bilbao,convergente,61.95,55,444.3,600,3,229.7,1,0,1,8.2,7.3,"Intermitencias por la noche, molesto pero usable.",0,0,0
C00246,Sevilla,movil_solo,19.95,29,83.0,100,7,187.9,4,1,5,26.8,4.8,Tardaron en resolver pero al final lo arreglaron.,1,0,0
C00247,Madrid,fibra_600,41.95,12,477.5,600,4,89.0,3,1,2,24.1,7.1,"Subida de cuota inesperada, quiero aclaracion.",0,0,0
C00248,Zaragoza,fibra_300,34.95,64,150.4,300,2,15.9,2,1,2,18.7,7.8,"Todo correcto, solo queria informacion de promociones.",0,0,0
C00249,Barcelona,fibra_300,29.95,36,230.0,300,4,296.7,2,0,2,26.5,6.0,Tardaron en resolver pero al final lo arreglaron.,0,0,0
C00250,Valencia,fibra_300,31.95,47,218.3,300,6,203.3,4,1,3,26.1,5.8,"Router se reinicia a veces, consultar si es normal.",0,0,0
C00251,Barcelona,fibra_1000,54.95,27,831.8,1000,9,317.3,4,1,4,52.2,3.9,"Sin servicio tres dias seguidos, nadie da solucion, voy a darme de baja.",1,0,0
C00252,Sevilla,movil_solo,14.95,60,62.6,100,7,89.1,3,1,4,30.0,5.7,"Subida de cuota inesperada, quiero aclaracion.",1,0,0
C00253,Madrid,fibra_600,44.95,67,505.5,600,2,107.7,3,0,2,34.0,7.3,Cambio de titular del contrato.,0,0,0
C00254,Barcelona,fibra_1000,54.95,44,674.0,1000,6,503.1,4,0,2,25.8,6.5,"Subida de cuota inesperada, quiero aclaracion.",0,0,0
C00255,Zaragoza,fibra_1000,54.95,55,580.6,1000,8,594.8,3,1,3,34.9,4.1,"Cuarta averia este mes, el tecnico no resuelve nada.",0,0,1
C00256,Zaragoza,fibra_300,29.95,35,150.2,300,7,582.9,3,1,3,28.4,6.0,"Subida de cuota inesperada, quiero aclaracion.",0,0,1
C00257,Sevilla,movil_solo,16.95,7,66.5,100,5,434.8,3,0,2,29.9,6.8,"Subida de cuota inesperada, quiero aclaracion.",0,0,0
C00258,Bilbao,fibra_300,27.95,74,197.1,300,6,235.8,2,0,2,22.9,6.6,Tardaron en resolver pero al final lo arreglaron.,0,0,0
C00259,Barcelona,fibra_600,39.95,40,343.2,600,6,53.5,4,1,4,33.9,4.8,"Subida de cuota inesperada, quiero aclaracion.",0,0,1
C00260,Sevilla,convergente,64.95,1,441.5,600,4,49.5,2,0,1,34.7,5.5,"Subida de cuota inesperada, quiero aclaracion.",1,0,0
C00261,Valencia,fibra_600,39.95,18,407.8,600,9,127.2,5,1,5,25.7,4.4,"Sin servicio tres dias seguidos, nadie da solucion, voy a darme de baja.",1,1,1
C00262,Madrid,fibra_1000,47.95,59,922.4,1000,9,803.5,5,3,3,48.6,2.6,"Velocidad ridicula comparada con lo que pago, harto de reclamar.",1,1,0
C00263,Barcelona,movil_solo,14.95,73,92.8,100,8,144.2,4,1,2,16.6,5.9,"Cuarta averia este mes, el tecnico no resuelve nada.",0,0,0
C00264,Valencia,movil_solo,19.95,77,69.3,100,4,251.5,2,0,1,33.6,6.6,"Router se reinicia a veces, consultar si es normal.",0,0,0
C00265,Valencia,convergente,64.95,1,320.9,600,12,1025.3,7,2,5,52.0,3.0,"Velocidad ridicula comparada con lo que pago, harto de reclamar.",1,1,1
C00266,Madrid,fibra_600,39.95,22,472.6,600,6,481.7,4,1,4,22.2,6.2,"Subida de cuota inesperada, quiero aclaracion.",0,0,0
C00267,Madrid,fibra_1000,47.95,27,680.3,1000,5,235.6,2,0,1,20.6,6.1,Tardaron en resolver pero al final lo arreglaron.,0,0,0
C00268,Sevilla,fibra_300,34.95,27,184.9,300,5,110.1,3,0,2,29.6,5.6,"Router se reinicia a veces, consultar si es normal.",0,0,0
C00269,Zaragoza,fibra_300,29.95,55,147.6,300,8,641.4,3,1,3,26.6,5.6,"Cuarta averia este mes, el tecnico no resuelve nada.",0,0,1
C00270,Sevilla,fibra_300,34.95,78,247.6,300,6,275.8,2,0,2,45.8,4.8,"Intermitencias por la noche, molesto pero usable.",0,0,0
C00271,Sevilla,fibra_600,37.95,32,403.4,600,0,0.0,0,0,0,19.4,8.0,Pregunta sobre la factura de este mes.,0,0,0
C00272,Zaragoza,fibra_600,39.95,19,315.4,600,14,1084.5,6,1,3,38.4,2.8,"Cortes constantes desde hace semanas, atencion al cliente pesima.",1,1,1
C00273,Madrid,movil_solo,14.95,5,59.4,100,7,397.0,3,0,2,13.0,6.1,"Subida de cuota inesperada, quiero aclaracion.",0,0,1
C00274,Sevilla,fibra_300,27.95,59,212.0,300,3,175.2,2,0,1,18.2,6.8,"Router se reinicia a veces, consultar si es normal.",0,0,0
C00275,Valencia,fibra_600,39.95,71,420.4,600,3,80.6,2,0,2,10.4,8.0,Tardaron en resolver pero al final lo arreglaron.,0,0,0
C00276,Madrid,convergente,59.95,58,351.0,600,7,153.2,3,2,3,45.0,3.6,"Cortes constantes desde hace semanas, atencion al cliente pesima.",1,0,1
C00277,Bilbao,movil_solo,12.95,66,82.6,100,4,120.0,1,0,1,20.8,7.3,"Subida de cuota inesperada, quiero aclaracion.",0,0,0
C00278,Madrid,fibra_300,29.95,74,213.5,300,2,169.2,2,1,2,33.0,5.8,"Router se reinicia a veces, consultar si es normal.",0,0,0
C00279,Sevilla,fibra_600,39.95,67,301.4,600,6,466.0,5,2,4,34.8,4.9,"Intermitencias por la noche, molesto pero usable.",1,0,1
C00280,Zaragoza,convergente,57.95,80,443.6,600,6,482.9,3,0,4,46.8,5.7,Tardaron en resolver pero al final lo arreglaron.,0,0,0
C00281,Sevilla,movil_solo,16.95,26,52.7,100,9,156.0,3,1,3,24.9,5.1,"Velocidad ridicula comparada con lo que pago, harto de reclamar.",1,0,1
C00282,Zaragoza,movil_solo,12.95,17,55.6,100,5,236.5,2,0,1,20.0,7.2,Tardaron en resolver pero al final lo arreglaron.,0,0,0
C00283,Valencia,fibra_600,44.95,59,505.0,600,6,324.6,2,1,3,19.8,5.6,"Intermitencias por la noche, molesto pero usable.",1,0,0
C00284,Valencia,fibra_1000,54.95,61,768.4,1000,9,741.4,4,1,4,37.5,4.3,"Velocidad ridicula comparada con lo que pago, harto de reclamar.",0,1,0
C00285,Barcelona,fibra_600,39.95,72,585.9,600,6,422.2,4,1,4,45.5,5.1,"Router se reinicia a veces, consultar si es normal.",0,0,0
C00286,Madrid,convergente,57.95,7,366.5,600,4,162.8,3,1,2,29.3,5.7,"Router se reinicia a veces, consultar si es normal.",1,0,0
C00287,Zaragoza,convergente,64.95,78,272.7,600,2,133.5,3,1,2,24.7,6.8,"Todo correcto, solo queria informacion de promociones.",0,0,0
C00288,Zaragoza,fibra_1000,54.95,72,583.3,1000,9,790.9,5,1,5,37.9,3.8,"Velocidad ridicula comparada con lo que pago, harto de reclamar.",1,1,1
C00289,Bilbao,movil_solo,19.95,52,61.1,100,3,235.0,1,0,1,15.6,6.8,"Subida de cuota inesperada, quiero aclaracion.",0,0,0
C00290,Bilbao,fibra_600,44.95,73,469.2,600,1,54.6,1,0,1,22.4,7.9,Consulta sobre la tarifa de fibra 1000.,0,0,0
C00291,Bilbao,fibra_300,29.95,39,211.6,300,9,556.7,3,1,2,31.0,5.0,"Cuarta averia este mes, el tecnico no resuelve nada.",1,0,0
C00292,Sevilla,movil_solo,14.95,7,82.2,100,7,317.9,4,1,4,38.2,4.1,"Subida de cuota inesperada, quiero aclaracion.",1,0,0
C00293,Bilbao,movil_solo,19.95,27,63.8,100,8,68.8,5,2,5,55.7,3.9,"Sin servicio tres dias seguidos, nadie da solucion, voy a darme de baja.",1,1,1
C00294,Sevilla,movil_solo,14.95,61,78.6,100,10,191.4,6,3,7,18.8,4.2,"Sin servicio tres dias seguidos, nadie da solucion, voy a darme de baja.",1,1,0
C00295,Barcelona,fibra_600,37.95,61,493.1,600,3,33.1,2,0,1,17.7,6.6,Tardaron en resolver pero al final lo arreglaron.,0,0,0
C00296,Madrid,fibra_600,44.95,6,358.3,600,6,488.8,2,1,2,23.2,6.4,Tardaron en resolver pero al final lo arreglaron.,1,0,1
C00297,Madrid,fibra_1000,49.95,59,603.2,1000,2,116.6,3,0,2,15.4,7.2,Cambio de titular del contrato.,0,0,0
C00298,Sevilla,fibra_1000,47.95,42,642.9,1000,5,351.0,2,0,2,36.9,5.3,"Router se reinicia a veces, consultar si es normal.",0,0,0
C00299,Zaragoza,fibra_1000,47.95,71,645.7,1000,8,703.3,4,1,4,26.7,5.3,"Cuarta averia este mes, el tecnico no resuelve nada.",0,0,0
C00300,Madrid,fibra_1000,47.95,59,937.0,1000,7,626.3,5,2,5,32.9,4.8,"Intermitencias por la noche, molesto pero usable.",1,1,0
C00301,Madrid,fibra_300,31.95,1,174.0,300,3,210.4,3,0,3,24.7,7.0,"Router se reinicia a veces, consultar si es normal.",0,0,0
C00302,Sevilla,movil_solo,12.95,40,54.6,100,0,0.0,1,0,1,10.2,8.2,Cambio de titular del contrato.,0,0,0
C00303,Zaragoza,movil_solo,14.95,40,67.6,100,6,345.5,3,1,2,18.5,6.4,"Router se reinicia a veces, consultar si es normal.",0,0,0
C00304,Valencia,movil_solo,14.95,82,55.7,100,6,482.5,3,1,3,21.7,5.7,Tardaron en resolver pero al final lo arreglaron.,0,0,0
C00305,Zaragoza,fibra_1000,49.95,62,652.2,1000,5,80.1,3,1,3,39.0,4.7,Tardaron en resolver pero al final lo arreglaron.,1,0,0
C00306,Valencia,fibra_600,39.95,19,510.6,600,3,234.3,1,0,1,17.1,7.0,Tardaron en resolver pero al final lo arreglaron.,0,0,0
C00307,Barcelona,fibra_1000,54.95,20,754.3,1000,5,383.8,4,2,2,36.5,5.1,"Intermitencias por la noche, molesto pero usable.",1,0,0
C00308,Madrid,convergente,59.95,56,536.2,600,5,78.1,4,2,3,25.9,5.2,Tardaron en resolver pero al final lo arreglaron.,0,1,0
C00309,Valencia,convergente,64.95,54,462.9,600,7,194.7,4,2,4,31.1,5.1,"Intermitencias por la noche, molesto pero usable.",0,1,0
C00310,Zaragoza,fibra_600,39.95,8,314.7,600,8,205.0,5,1,3,22.8,5.3,"Velocidad ridicula comparada con lo que pago, harto de reclamar.",1,1,1
C00311,Valencia,fibra_600,39.95,41,383.6,600,6,407.5,4,2,4,37.8,5.2,"Subida de cuota inesperada, quiero aclaracion.",1,1,0
C00312,Sevilla,convergente,64.95,55,370.1,600,8,640.8,5,3,6,18.0,4.6,"Velocidad ridicula comparada con lo que pago, harto de reclamar.",1,1,0
C00313,Valencia,fibra_300,29.95,34,245.5,300,11,894.5,7,2,7,13.8,5.0,"Cuarta averia este mes, el tecnico no resuelve nada.",1,1,0
C00314,Zaragoza,fibra_300,29.95,63,224.9,300,7,628.3,4,1,4,35.9,4.3,"Subida de cuota inesperada, quiero aclaracion.",1,0,0
C00315,Bilbao,fibra_300,29.95,16,163.1,300,1,18.9,0,0,0,11.8,8.2,Consulta sobre la tarifa de fibra 1000.,0,0,0
C00316,Bilbao,movil_solo,14.95,22,94.7,100,5,116.8,3,2,3,23.0,5.2,"Subida de cuota inesperada, quiero aclaracion.",1,0,0
C00317,Zaragoza,movil_solo,12.95,40,66.1,100,6,390.6,4,2,3,25.9,4.9,"Router se reinicia a veces, consultar si es normal.",0,0,0
C00318,Barcelona,fibra_600,41.95,60,430.5,600,4,232.3,2,1,1,35.3,5.6,"Subida de cuota inesperada, quiero aclaracion.",0,0,0
C00319,Zaragoza,fibra_1000,54.95,26,574.6,1000,14,1236.9,8,2,4,64.8,1.1,"Cortes constantes desde hace semanas, atencion al cliente pesima.",1,1,1
C00320,Bilbao,fibra_1000,47.95,10,554.4,1000,8,156.9,4,2,4,49.5,3.1,"Velocidad ridicula comparada con lo que pago, harto de reclamar.",1,0,1
C00321,Sevilla,fibra_1000,49.95,19,830.3,1000,4,286.9,2,0,2,17.9,7.3,"Router se reinicia a veces, consultar si es normal.",0,0,0
C00322,Valencia,convergente,59.95,78,401.7,600,6,517.6,3,0,3,40.5,5.5,"Intermitencias por la noche, molesto pero usable.",0,0,0
C00323,Sevilla,fibra_600,41.95,4,417.2,600,8,692.3,4,2,3,44.1,3.4,"Velocidad ridicula comparada con lo que pago, harto de reclamar.",1,0,0
C00324,Zaragoza,convergente,57.95,74,291.4,600,6,291.5,3,1,3,19.1,6.8,Tardaron en resolver pero al final lo arreglaron.,0,0,0
C00325,Zaragoza,fibra_1000,51.95,18,456.0,1000,7,254.7,5,2,3,15.4,5.7,"Router se reinicia a veces, consultar si es normal.",1,1,1
C00326,Barcelona,fibra_300,29.95,1,214.4,300,3,175.0,4,2,3,21.1,6.3,"Subida de cuota inesperada, quiero aclaracion.",1,0,0
C00327,Barcelona,fibra_1000,49.95,56,909.9,1000,12,703.2,6,3,3,17.1,3.9,"Cuarta averia este mes, el tecnico no resuelve nada.",1,1,0
C00328,Bilbao,fibra_600,41.95,46,436.0,600,5,294.0,4,2,4,40.0,4.2,"Intermitencias por la noche, molesto pero usable.",1,0,0
C00329,Bilbao,convergente,59.95,17,409.6,600,5,294.0,4,2,4,15.5,6.3,"Intermitencias por la noche, molesto pero usable.",0,0,0
C00330,Zaragoza,fibra_300,27.95,65,176.0,300,6,98.1,5,1,4,29.8,5.8,"Intermitencias por la noche, molesto pero usable.",0,0,0
C00331,Barcelona,movil_solo,16.95,39,62.4,100,11,95.0,5,2,6,18.1,4.8,"Cuarta averia este mes, el tecnico no resuelve nada.",1,1,0
C00332,Madrid,fibra_300,29.95,76,190.0,300,8,87.1,5,2,4,33.8,4.7,"Velocidad ridicula comparada con lo que pago, harto de reclamar.",1,1,1
C00333,Valencia,fibra_1000,54.95,16,824.7,1000,9,494.1,6,1,4,57.3,3.8,"Velocidad ridicula comparada con lo que pago, harto de reclamar.",1,1,0
C00334,Valencia,fibra_300,27.95,72,187.6,300,10,167.4,5,1,5,28.6,4.7,"Sin servicio tres dias seguidos, nadie da solucion, voy a darme de baja.",1,0,1
C00335,Madrid,fibra_600,39.95,6,583.2,600,5,108.3,4,1,2,20.9,6.8,"Router se reinicia a veces, consultar si es normal.",0,0,0
C00336,Sevilla,fibra_300,27.95,55,198.6,300,4,212.7,3,0,3,9.0,7.7,"Intermitencias por la noche, molesto pero usable.",0,0,0
C00337,Madrid,fibra_1000,47.95,13,677.7,1000,8,215.6,4,1,5,28.7,4.5,"Velocidad ridicula comparada con lo que pago, harto de reclamar.",0,0,1
C00338,Barcelona,convergente,59.95,32,428.7,600,3,225.1,2,0,1,17.6,6.6,"Router se reinicia a veces, consultar si es normal.",0,0,0
C00339,Zaragoza,fibra_1000,54.95,76,440.1,1000,11,760.7,6,1,5,40.7,3.3,"Cuarta averia este mes, el tecnico no resuelve nada.",1,1,1
C00340,Zaragoza,movil_solo,14.95,4,61.7,100,4,281.0,2,0,1,35.0,6.5,"Intermitencias por la noche, molesto pero usable.",0,0,0
C00341,Valencia,fibra_600,37.95,14,473.6,600,10,842.6,6,2,5,42.1,3.5,"Sin servicio tres dias seguidos, nadie da solucion, voy a darme de baja.",1,1,0
C00342,Bilbao,fibra_300,29.95,9,175.1,300,2,119.7,1,0,1,13.1,7.6,Pregunta sobre la factura de este mes.,0,0,0
C00343,Madrid,movil_solo,16.95,36,83.4,100,5,434.8,2,1,2,41.2,4.6,Tardaron en resolver pero al final lo arreglaron.,0,0,0
C00344,Sevilla,fibra_1000,51.95,67,691.3,1000,10,618.8,6,3,7,36.1,3.3,"Cortes constantes desde hace semanas, atencion al cliente pesima.",1,1,0
C00345,Bilbao,convergente,59.95,52,313.9,600,2,81.7,2,0,1,6.7,8.4,Pregunta sobre la factura de este mes.,0,0,0
C00346,Valencia,fibra_300,31.95,46,184.7,300,9,495.5,4,1,2,11.3,5.4,"Cortes constantes desde hace semanas, atencion al cliente pesima.",1,0,0
C00347,Barcelona,fibra_300,31.95,57,224.5,300,5,131.9,2,1,1,38.0,4.9,"Subida de cuota inesperada, quiero aclaracion.",0,0,0
C00348,Sevilla,fibra_600,39.95,51,386.5,600,9,554.8,4,1,3,31.5,4.6,"Cortes constantes desde hace semanas, atencion al cliente pesima.",1,0,0
C00349,Zaragoza,movil_solo,19.95,7,72.9,100,5,42.8,3,1,2,40.2,5.6,Tardaron en resolver pero al final lo arreglaron.,1,0,0
C00350,Bilbao,fibra_600,39.95,72,425.6,600,6,175.2,4,2,4,26.9,5.4,Tardaron en resolver pero al final lo arreglaron.,1,0,0
C00351,Valencia,convergente,61.95,36,413.5,600,5,39.4,4,1,3,6.6,6.5,"Intermitencias por la noche, molesto pero usable.",0,0,0
C00352,Sevilla,movil_solo,16.95,24,69.2,100,5,311.2,2,0,2,24.2,6.2,Tardaron en resolver pero al final lo arreglaron.,0,0,0
C00353,Barcelona,convergente,64.95,49,566.0,600,7,458.5,3,1,2,41.2,4.6,"Intermitencias por la noche, molesto pero usable.",1,0,0
C00354,Madrid,fibra_1000,51.95,65,825.4,1000,12,155.4,6,1,5,55.6,3.4,"Cortes constantes desde hace semanas, atencion al cliente pesima.",1,1,0
